地点コード,地点,地点カナ,府県番号,区分,緯度_度,緯度_分,緯度,経度_度,経度_分,経度,標高,雨,風,気温,日照,積雪深,ed_y,ed_m,ed_d,観測終了日,備考1,備考2,備考3,備考4,備考5,観測所番号1,観測所番号2
1607,山田,ヤマダ,36,A,36,56,36.9333,140,44,140.7333,25,Y,Y,Y,Y,N,9999,99,99,,,,,,,36836,
1633,新地,シンチ,36,A,37,52.5,37.8750,140,55.1,140.9183,10,Y,Y,Y,N,N,9999,99,99,,,,,,,36081,
1634,古殿,フルドノ,36,A,37,5.4,37.0900,140,33.6,140.5600,353,Y,Y,Y,N,N,9999,99,99,,,,,,,36766,
0314,花園,ハナゾノ,40,A,36,52.1,36.8683,140,38.2,140.6367,370,Y,N,N,N,N,9999,99,99,,,,,,,40041,
0315,北茨城,キタイバラキ,40,A,36,50,36.8333,140,46.3,140.7717,5,Y,Y,Y,Y,N,9999,99,99,,1991年2月20日までの地点名「大津」,,,,,40046,
0316,大子,ダイゴ,40,A,36,46.7,36.7783,140,20.7,140.3450,120,Y,Y,Y,Y,N,9999,99,99,,,,,,,40061,
0317,神峰山,カミネサン,40,A,36,38,36.6333,140,36.5,140.6083,592,Y,N,N,N,N,1985,5,28,1985/5/28,,,,,,,
0318,笠間,カサマ,40,A,36,23,36.3833,140,14.2,140.2367,65,Y,Y,Y,Y,N,9999,99,99,,,,,,,40191,
47629,水戸,ミト,40,S,36,22.8,36.3800,140,28,140.4667,29.3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,40201,40900
0320,古河,コガ,40,A,36,12.1,36.2017,139,43,139.7167,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,40221,
0321,愛宕山,アタゴサン,40,A,36,17.4,36.2900,140,15.3,140.2550,280,Y,N,N,N,N,1982,5,12,1982/5/12,,,,,,,
0322,下妻,シモツマ,40,A,36,10.1,36.1683,139,56.7,139.9450,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,40281,
0323,坂東,バンドウ,40,A,36,2.1,36.0350,139,53.6,139.8933,16,Y,N,N,N,N,9999,99,99,,2005年3月31日までの地点名「岩井」,,,,,40326,
0324,土浦,ツチウラ,40,A,36,6.2,36.1033,140,13.2,140.2200,26,Y,Y,Y,Y,N,9999,99,99,,,,,,,40341,
0325,鹿嶋,カシマ,40,A,35,57.8,35.9633,140,37.3,140.6217,37,Y,Y,Y,Y,N,9999,99,99,,1995年8月31日までの地点名「鹿島」,,,,,40406,
0911,江戸崎,エドサキ,40,A,35,57.6,35.9600,140,19.2,140.3200,25,Y,N,N,N,N,9999,99,99,,,,,,,40391,
1011,日立,ヒタチ,40,A,36,35.9,36.5983,140,39,140.6500,52,Y,Y,Y,Y,N,9999,99,99,,,,,,,40136,
1012,柿岡,カキオカ,40,A,36,14,36.2333,140,11.3,140.1883,27,Y,N,N,N,N,9999,99,99,,,,,,,40241,
1013,美野里,ミノリ,40,A,36,14.2,36.2367,140,19.5,140.3250,25,Y,N,N,N,N,9999,99,99,,,,,,,40251,
1014,龍ケ崎,リュウガサキ,40,A,35,53.4,35.8900,140,12.7,140.2117,4,Y,Y,Y,Y,N,9999,99,99,,1978年12月18日までの地点名「竜ケ崎」,,,,,40426,
1082,筑波山,ツクバサン,40,A,36,13.5,36.2250,140,5.9,140.0983,868,Y,Y,Y,Y,N,2001,12,6,2001/12/6,,,,,,,
1170,中野,ナカノ,40,A,36,30.9,36.5150,140,28.4,140.4733,17,Y,N,N,N,N,9999,99,99,,,,,,,40126,
1173,徳田,トクダ,40,A,36,46.7,36.7783,140,28.9,140.4817,270,Y,N,N,N,N,9999,99,99,,,,,,,40066,
1245,鉾田,ホコタ,40,A,36,10.1,36.1683,140,31.6,140.5267,32,Y,Y,Y,Y,N,9999,99,99,,,,,,,40311,
1331,常陸大宮,ヒタチオオミヤ,40,A,36,36.4,36.6067,140,19.5,140.3250,95,Y,Y,Y,Y,N,9999,99,99,,2011年4月10日までの地点名「小瀬」,,,,,40091,
1388,門井,カドイ,40,A,36,20,36.3333,140,2,140.0333,40,Y,N,N,N,N,9999,99,99,,2005年3月31日までの地点名「協和」,,,,,40181,
1421,大能,オオノウ,40,A,36,44.6,36.7433,140,35.5,140.5917,395,Y,N,N,N,N,9999,99,99,,,,,,,40076,
47646,つくば(館野),ツクバ（タテノ）,40,S,36,3.4,36.0567,140,7.5,140.1250,25.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,40336,
1530,下館,シモダテ,40,A,36,16.9,36.2817,139,59.3,139.9883,24,Y,Y,Y,Y,N,9999,99,99,,,,,,,40231,
1635,高萩,タカハギ,40,A,36,42.4,36.7067,140,43,140.7167,4,Y,Y,Y,N,N,9999,99,99,,,,,,,40081,
0326,那須,ナス,41,A,37,7.4,37.1233,140,2.1,140.0350,749,Y,Y,Y,Y,Y,9999,99,99,,,,,,,41011,41900
0327,黒田原,クロダワラ,41,A,37,1.2,37.0200,140,7.2,140.1200,340,Y,N,N,N,N,1977,10,31,1977/10/31,,,,,,,
0328,八方が原,ハッポウガハラ,41,A,36,55.2,36.9200,139,50,139.8333,1087,Y,N,N,N,N,2007,3,28,2007/3/28,,,,,,,
0329,黒磯,クロイソ,41,A,36,58.9,36.9817,140,1.1,140.0183,343,Y,Y,Y,Y,N,9999,99,99,,,,,,,41091,
0330,八溝山,ヤミゾサン,41,A,36,56.2,36.9367,140,15.5,140.2583,800,Y,N,N,N,N,2007,3,28,2007/3/28,,,,,,,
0331,大田原,オオタワラ,41,A,36,50.4,36.8400,140,2.1,140.0350,188,Y,Y,Y,Y,N,9999,99,99,,,,,,,41141,
47690,奥日光(日光),オクニッコウ（ニッコウ）,41,S,36,44.3,36.7383,139,30,139.5000,1291.9,Y,Y,Y,Y,Y,9999,99,99,,1968年3月29日までの地点名「中宮祠」,,,,,41166,41910
0333,方塞山,ホウサイザン,41,A,36,37.8,36.6300,139,30.5,139.5083,1385,Y,N,N,N,N,2004,11,1,2004/11/1,,,,,,,
0334,高根沢,タカネザワ,41,A,36,36.4,36.6067,139,59.9,139.9983,148,Y,N,N,N,N,9999,99,99,,,,,,,41241,
0335,鹿沼,カヌマ,41,A,36,35.5,36.5917,139,44.1,139.7350,165,Y,Y,Y,Y,N,9999,99,99,,,,,,,41271,
47615,宇都宮,ウツノミヤ,41,S,36,32.9,36.5483,139,52.1,139.8683,119.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,41277,41915
0337,葛生,クズウ,41,A,36,26,36.4333,139,35.4,139.5900,120,Y,N,N,N,N,9999,99,99,,,,,,,41311,
0338,真岡,モオカ,41,A,36,28.7,36.4783,139,59.2,139.9867,91,Y,Y,Y,Y,N,9999,99,99,,,,,,,41331,
0339,足利,アシカガ,41,A,36,18.1,36.3017,139,28.4,139.4733,28,Y,N,N,N,N,9999,99,99,,,,,,,41356,
0340,栃木,トチギ,41,A,36,22.4,36.3733,139,42.2,139.7033,65,Y,N,N,N,N,9999,99,99,,,,,,,41371,
0341,小山,オヤマ,41,A,36,20.3,36.3383,139,49.8,139.8300,44,Y,Y,Y,Y,N,9999,99,99,,,,,,,41376,
1015,五十里,イカリ,41,A,36,55.3,36.9217,139,41.7,139.6950,620,Y,Y,Y,Y,N,9999,99,99,,,,,,,41076,
1016,足尾,アシオ,41,A,36,38.8,36.6467,139,26.9,139.4483,650,Y,N,N,N,N,9999,99,99,,,,,,,41211,
1017,烏山,カラスヤマ,41,A,36,39,36.6500,140,8.8,140.1467,162,Y,Y,Y,Y,N,2009,2,23,2009/2/23,,,,,,,
1018,佐野,サノ,41,A,36,21.8,36.3633,139,34.2,139.5700,68,Y,Y,Y,Y,N,9999,99,99,,,,,,,41361,
1221,土呂部,ドロブ,41,A,36,53.6,36.8933,139,34.1,139.5683,925,Y,Y,Y,Y,Y,9999,99,99,,,,,,,41116,41905
1333,今市,イマイチ,41,A,36,43.6,36.7267,139,40.6,139.6767,414,Y,Y,Y,Y,N,9999,99,99,,,,,,,41171,
1334,塩谷,シオヤ,41,A,36,45.4,36.7567,139,53,139.8833,225,Y,Y,Y,Y,N,9999,99,99,,,,,,,41181,
1605,那須烏山,ナスカラスヤマ,41,A,36,38.5,36.6417,140,7,140.1167,82,Y,Y,Y,Y,N,9999,99,99,,,,,,,41247,
0342,前武尊,マエホタカ,42,A,36,46.1,36.7683,139,9.8,139.1633,1530,Y,N,N,N,N,1981,7,29,1981/7/29,,,,,,,
0343,草津,クサツ,42,A,36,37,36.6167,138,35.5,138.5917,1223,Y,Y,Y,Y,Y,9999,99,99,,,,,,,42121,42910
0344,野反湖,ノゾリコ,42,A,36,41.4,36.6900,138,39,138.6500,1570,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
0345,雨見山,アマミヤマ,42,A,36,41.2,36.6867,138,51.8,138.8633,825,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
0346,沼田,ヌマタ,42,A,36,39.2,36.6533,139,3.6,139.0600,439,Y,Y,Y,Y,N,9999,99,99,,,,,,,42146,
0347,赤城山,アカギヤマ,42,A,36,32.4,36.5400,139,10.5,139.1750,1660,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
0348,田代,タシロ,42,A,36,27.8,36.4633,138,27.8,138.4633,1230,Y,Y,Y,Y,N,9999,99,99,,,,,,,42221,
0349,榛名山,ハルナサン,42,A,36,28.3,36.4717,138,52.4,138.8733,1088,Y,N,N,N,N,9999,99,99,,,,,,,42241,
47624,前橋,マエバシ,42,S,36,24.3,36.4050,139,3.6,139.0600,112.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,42251,42915
0351,桐生,キリュウ,42,A,36,23,36.3833,139,20.7,139.3450,87,Y,Y,Y,Y,N,9999,99,99,,,,,,,42266,
0352,一の字山,イチノジヤマ,42,A,36,22.3,36.3717,138,39.5,138.6583,1170,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
0353,上里見,カミサトミ,42,A,36,22.6,36.3767,138,53.7,138.8950,183,Y,Y,Y,Y,N,9999,99,99,,,,,,,42286,
0354,西野牧,ニシノマキ,42,A,36,14.7,36.2450,138,42.4,138.7067,375,Y,Y,Y,Y,N,9999,99,99,,,,,,,42326,
0355,藤岡,フジオカ,42,A,36,15,36.2500,139,4.4,139.0733,86,Y,N,N,N,N,9999,99,99,,,,,,,42341,
0356,館林,タテバヤシ,42,A,36,14,36.2333,139,31.9,139.5317,21,Y,Y,Y,Y,N,9999,99,99,,,,,,,42366,
0357,稲含山,イナフクミヤマ,42,A,36,10.2,36.1700,138,51.8,138.8633,780,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
1019,みなかみ,ミナカミ,42,A,36,48,36.8000,138,59.5,138.9917,531,Y,Y,Y,Y,Y,9999,99,99,,2006年2月28日までの地点名「水上」,,,,,42091,42905
1020,中之条,ナカノジョウ,42,A,36,35.2,36.5867,138,51,138.8500,354,Y,Y,Y,Y,N,9999,99,99,,,,,,,42186,
1021,伊勢崎,イセサキ,42,A,36,19.9,36.3317,139,9.9,139.1650,64,Y,Y,Y,Y,N,9999,99,99,,,,,,,42302,
1174,片品,カタシナ,42,A,36,46.3,36.7717,139,14.3,139.2383,868,Y,N,N,N,N,9999,99,99,,,,,,,42106,
1222,藤原,フジワラ,42,A,36,51.8,36.8633,139,3.5,139.0583,700,Y,Y,Y,Y,Y,9999,99,99,,,,,,,42046,42900
1223,神流,カンナ,42,A,36,6.5,36.1083,138,53.8,138.8967,357,Y,Y,Y,Y,N,9999,99,99,,2004年5月31日までの地点名「万場」,,,,,42396,
1259,黒保根,クロホネ,42,A,36,30.1,36.5017,139,17,139.2833,285,Y,N,N,N,N,9999,99,99,,,,,,,42261,
1375,高手山,タカテヤマ,42,A,36,45,36.7500,139,5.9,139.0983,1115,Y,N,N,N,N,2009,11,2,2009/11/2,,,,,,,
47626,熊谷,クマガヤ,43,S,36,9,36.1500,139,22.8,139.3800,30,Y,Y,Y,Y,Y,9999,99,99,,,,,,,43056,43905
0359,久喜,クキ,43,A,36,5.2,36.0867,139,38.1,139.6350,12,Y,Y,Y,Y,N,9999,99,99,,,,,,,43126,
47641,秩父,チチブ,43,S,35,59.4,35.9900,139,4.4,139.0733,232.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,43156,43900
0361,堂平,ドウダイラ,43,A,36,0.3,36.0050,139,11.4,139.1900,876,Y,N,N,N,N,2000,6,6,2000/6/6,1985年6月24日までの地点名「刈場坂」,,,,,,
0362,飯能,ハンノウ,43,A,35,50.3,35.8383,139,19.3,139.3217,84,Y,N,N,N,N,9999,99,99,,,,,,,43231,
0363,さいたま,サイタマ,43,A,35,52.5,35.8750,139,35.2,139.5867,8,Y,Y,Y,Y,N,9999,99,99,,2001年4月30日までの地点名「浦和」,,,,,43241,
0364,越谷,コシガヤ,43,A,35,53,35.8833,139,45.4,139.7567,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,43256,
1000,三峰,ミツミネ,43,A,35,55.6,35.9267,138,55.4,138.9233,975,Y,N,N,N,N,9999,99,99,,,,,,,43151,
1009,寄居,ヨリイ,43,A,36,6.3,36.1050,139,11,139.1833,128,Y,Y,Y,Y,N,9999,99,99,,,,,,,43051,
1069,鴻巣,コウノス,43,A,36,3.9,36.0650,139,31.3,139.5217,15,Y,N,N,N,N,9999,99,99,,,,,,,43121,
1070,所沢,トコロザワ,43,A,35,46.4,35.7733,139,24.8,139.4133,119,Y,Y,Y,Y,N,9999,99,99,,,,,,,43266,
1159,浦山,ウラヤマ,43,A,35,55.2,35.9200,139,4.2,139.0700,400,Y,N,N,N,N,9999,99,99,,,,,,,43157,
1182,上吉田,カミヨシダ,43,A,36,3.2,36.0533,138,58.8,138.9800,275,Y,N,N,N,N,9999,99,99,,,,,,,43091,
1232,鳩山,ハトヤマ,43,A,35,59.1,35.9850,139,20.1,139.3350,44,Y,Y,Y,Y,N,9999,99,99,,,,,,,43171,
1497,ときがわ,トキガワ,43,A,35,59.4,35.9900,139,12.4,139.2067,295,Y,N,N,N,N,9999,99,99,,2006年2月28日までの地点名「都幾川」,,,,,43162,
0365,小河内,オゴウチ,44,A,35,47.5,35.7917,139,3,139.0500,530,Y,Y,Y,Y,N,9999,99,99,,,,,,,44046,
0366,八王子,ハチオウジ,44,A,35,40,35.6667,139,19,139.3167,123,Y,Y,Y,Y,N,9999,99,99,,,,,,,44112,
0367,調布,チョウフ,44,A,35,40.1,35.6683,139,31.8,139.5300,41,Y,N,N,N,N,1976,12,13,1976/12/13,,,,,,,
0368,世田谷,セタガヤ,44,A,35,37.6,35.6267,139,37.2,139.6200,35,Y,N,N,N,N,9999,99,99,,,,,,,44126,
47662,東京,トウキヨウ,44,S,35,41.4,35.6900,139,45.6,139.7600,6.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,44132,44900
0370,江戸川臨海,エドガワリンカイ,44,A,35,38.3,35.6383,139,51.8,139.8633,5,Y,Y,Y,Y,N,9999,99,99,,2009年5月28日までの地点名「新木場」,,,,,44136,
0371,羽田,ハネダ,44,A,35,33.2,35.5533,139,46.8,139.7800,6,Y,Y,Y,N,N,9999,99,99,,,,,,,44166,
47675,大島,オオシマ,44,S,34,44.9,34.7483,139,21.7,139.3617,74,Y,Y,Y,Y,Y,9999,99,99,,,,,,,44172,
47677,三宅島,ミヤケジマ,44,S,34,7.4,34.1233,139,31.3,139.5217,36.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,44226,
47678,八丈島,ハチジヨウ,44,S,33,7.3,33.1217,139,46.7,139.7783,151.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,44263,
1001,青梅,オウメ,44,A,35,47.3,35.7883,139,18.7,139.3117,155,Y,Y,Y,Y,N,9999,99,99,,,,,,,44056,
1002,練馬,ネリマ,44,A,35,44.1,35.7350,139,40.1,139.6683,38,Y,Y,Y,Y,N,9999,99,99,,,,,,,44076,
1133,府中,フチュウ,44,A,35,41,35.6833,139,28.9,139.4817,59,Y,Y,Y,Y,N,9999,99,99,,,,,,,44116,
1134,新島,ニイジマ,44,A,34,22.4,34.3733,139,15.1,139.2517,9,Y,Y,Y,Y,N,2008,11,18,2008/11/18,,,,,,,
1180,小沢,オザワ,44,A,35,44.1,35.7350,139,7.4,139.1233,420,Y,N,N,N,N,9999,99,99,,,,,,,44051,
47971,父島,チチジマ,44,S,27,5.5,27.0917,142,11.4,142.1900,2.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,44301,
1467,大島北ノ山,オオシマキタノヤマ,44,A,34,46.9,34.7817,139,21.6,139.3600,38,Y,Y,Y,N,N,9999,99,99,,,,,,,44173,
1468,八重見ヶ原,ヤエミガハラ,44,A,33,6.9,33.1150,139,47.1,139.7850,92,Y,Y,Y,N,N,9999,99,99,,,,,,,44262,
1505,神津島,コウヅシマ,44,A,34,12.3,34.2050,139,8,139.1333,28,Y,N,N,N,N,2006,3,1,2006/3/1,,,,,,,
1506,三宅坪田,ミヤケツボタ,44,A,34,4.4,34.0733,139,33.6,139.5600,20,Y,Y,Y,N,N,9999,99,99,,,,,,,44228,
1509,三宅島阿古,ミヤケジマアコ,44,A,34,4.8,34.0800,139,28.9,139.4817,30,Y,Y,N,N,N,2008,2,20,2008/2/20,,,,,,,
1522,新島,ニイジマ,44,A,34,22.1,34.3683,139,16.1,139.2683,29,Y,Y,Y,N,N,9999,99,99,,2008年11月17日までの地点名「川原」,,,,,44207,
1523,神津島,コウヅシマ,44,A,34,11.3,34.1883,139,8,139.1333,138,Y,Y,Y,N,N,9999,99,99,,2006年2月28日までの地点名「金長」,,,,,44216,
1525,三宅伊豆,ミヤケイズ,44,A,34,7.2,34.1200,139,30.2,139.5033,50,Y,Y,N,N,N,2008,2,20,2008/2/20,,,,,,,
47991,南鳥島,ミナミトリシマ,44,S,24,17.3,24.2883,153,59,153.9833,7.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,44356,
1595,母島,ハハジマ,44,A,26,38.1,26.6350,142,9.7,142.1617,32,Y,N,N,N,N,9999,99,99,,,,,,,44316,
0375,香取,カトリ,45,A,35,51.5,35.8583,140,30.1,140.5017,37,Y,Y,Y,Y,N,9999,99,99,,2006年4月2日までの地点名「佐原」,,,,,45081,
0376,我孫子,アビコ,45,A,35,51.8,35.8633,140,6.6,140.1100,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,45061,
0377,東庄,トウノショウ,45,A,35,49.3,35.8217,140,41.1,140.6850,52,Y,N,N,N,N,9999,99,99,,,,,,,45086,
0378,成田,ナリタ,45,A,35,45.8,35.7633,140,23.1,140.3850,41,Y,Y,Y,N,N,9999,99,99,,,,,,,45121,
47648,銚子,チヨウシ,45,S,35,44.3,35.7383,140,51.4,140.8567,20.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,45147,45900
47682,千葉,チバ,45,S,35,36.1,35.6017,140,6.2,140.1033,3.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,45212,45905
0381,茂原,モバラ,45,A,35,25,35.4167,140,18.6,140.3100,9,Y,Y,Y,Y,N,9999,99,99,,,,,,,45261,
0382,木更津,キサラヅ,45,A,35,21.7,35.3617,139,56.4,139.9400,60,Y,Y,Y,Y,N,9999,99,99,,,,,,,45282,
0383,鋸南,キョナン,45,A,35,7.3,35.1217,139,50.2,139.8367,10,Y,N,N,N,N,9999,99,99,,2006年7月12日までの地点名「佐久間」,,,,,45346,
0384,鴨川,カモガワ,45,A,35,6.7,35.1117,140,6,140.1000,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,45361,
47674,勝浦,カツウラ,45,S,35,9,35.1500,140,18.7,140.3117,11.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,45371,
47672,館山,タテヤマ,45,S,34,59.2,34.9867,139,51.9,139.8650,5.8,Y,Y,Y,Y,Y,9999,99,99,,,,,,,45401,
0916,佐倉,サクラ,45,A,35,43.7,35.7283,140,12.7,140.2117,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,45116,
1003,横芝光,ヨコシバヒカリ,45,A,35,39.4,35.6567,140,28.8,140.4800,6,Y,Y,Y,Y,N,9999,99,99,,2006年4月2日までの地点名「横芝」,,,,,45181,
1004,大多喜,オオタキ,45,A,35,15.1,35.2517,140,12.9,140.2150,70,Y,N,N,N,N,9999,99,99,,2004年3月17日までの地点名「黒原」,,,,,45331,
1236,船橋,フナバシ,45,A,35,42.7,35.7117,140,2.6,140.0433,28,Y,Y,Y,Y,N,9999,99,99,,,,,,,45106,
1238,牛久,ウシク,45,A,35,23.8,35.3967,140,8.9,140.1483,30,Y,Y,Y,Y,N,9999,99,99,,,,,,,45291,
1241,坂畑,サカハタ,45,A,35,14.1,35.2350,140,5.9,140.0983,120,Y,Y,Y,Y,N,9999,99,99,,,,,,,45326,
0387,相模湖,サガミコ,46,A,35,36.8,35.6133,139,11.6,139.1933,188,Y,N,N,N,N,9999,99,99,,,,,,,46001,
0388,海老名,エビナ,46,A,35,26,35.4333,139,23.2,139.3867,18,Y,Y,Y,Y,N,9999,99,99,,1985年1月8日までの地点名「厚木」,,,,,46091,
47670,横浜,ヨコハマ,46,S,35,26.3,35.4383,139,39.1,139.6517,39.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,46106,46900
0390,箱根,ハコネ,46,A,35,13.3,35.2217,139,2.5,139.0417,855,Y,N,N,N,N,9999,99,99,,,,,,,46161,
0391,江ノ島,エノシマ,46,A,35,17.9,35.2983,139,28.8,139.4800,60,Y,Y,Y,Y,N,1992,2,8,1992/2/8,,,,,,,
0392,三浦,ミウラ,46,A,35,10.7,35.1783,139,37.8,139.6300,42,Y,Y,Y,Y,N,9999,99,99,,,,,,,46211,
1005,相模原中央,サガミハラチュウオウ,46,A,35,34.3,35.5717,139,22.2,139.3700,149,Y,N,N,N,N,9999,99,99,,2006年4月2日までの地点名「相模原」,,,,,46046,
1006,日吉,ヒヨシ,46,A,35,33.1,35.5517,139,39,139.6500,57,Y,N,N,N,N,9999,99,99,,,,,,,46061,
1007,平塚,ヒラツカ,46,A,35,20.7,35.3450,139,18.3,139.3050,20,Y,N,N,N,N,9999,99,99,,,,,,,46136,
1008,小田原,オダワラ,46,A,35,16.6,35.2767,139,9.3,139.1550,14,Y,Y,Y,Y,N,9999,99,99,,,,,,,46166,
1096,丹沢湖,タンザワコ,46,A,35,24.6,35.4100,139,2.6,139.0433,330,Y,N,N,N,N,9999,99,99,,1984年3月25日までの地点名「玄倉」,,,,,46076,
1443,辻堂,ツジドウ,46,A,35,19.2,35.3200,139,27,139.4500,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,46141,
0393,野沢温泉,ノザワオンセン,48,A,36,54.7,36.9117,138,26.5,138.4417,576,Y,Y,Y,Y,Y,9999,99,99,,,,,,,48031,48900
0394,信濃町,シナノマチ,48,A,36,48.5,36.8083,138,11.9,138.1983,685,Y,Y,Y,Y,Y,9999,99,99,,,,,,,48061,48905
0395,飯山,イイヤマ,48,A,36,52.5,36.8750,138,22.5,138.3750,313,Y,Y,Y,Y,Y,9999,99,99,,,,,,,48066,48910
0396,白馬,ハクバ,48,A,36,41.9,36.6983,137,51.7,137.8617,703,Y,Y,Y,Y,Y,9999,99,99,,,,,,,48141,48920
47610,長野,ナガノ,48,S,36,39.7,36.6617,138,11.5,138.1917,418.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,48156,48925
0398,笠岳,カサダケ,48,A,36,40,36.6667,138,27.4,138.4567,1490,Y,N,N,N,N,9999,99,99,,,,,,,48172,
0399,大町,オオマチ,48,A,36,31.4,36.5233,137,50,137.8333,784,Y,Y,Y,Y,Y,9999,99,99,,,,,,,48191,48930
0400,信州新町,シンシュウシンマチ,48,A,36,32.9,36.5483,137,59.8,137.9967,509,Y,Y,Y,Y,N,9999,99,99,,,,,,,48196,
0401,四阿屋山,アズマヤサン,48,A,36,25.1,36.4183,138,3.3,138.0550,1387,Y,N,N,N,N,1978,10,13,1978/10/13,,,,,,,
0402,上田,ウエダ,48,A,36,24,36.4000,138,15.9,138.2650,502,Y,Y,Y,Y,N,9999,99,99,,,,,,,48256,
0403,燕岳,ツバクロダケ,48,A,36,23.3,36.3883,137,44.3,137.7383,1840,Y,N,N,N,N,2009,5,20,2009/5/20,,,,,,,
0404,穂高,ホタカ,48,A,36,20.6,36.3433,137,52.9,137.8817,540,Y,Y,Y,Y,N,9999,99,99,,,,,,,48296,
47622,軽井沢,カルイザワ,48,S,36,20.5,36.3417,138,32.8,138.5467,999.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,48331,48938
47618,松本,マツモト,48,S,36,14.7,36.2450,137,58.2,137.9700,610,Y,Y,Y,Y,Y,9999,99,99,,,,,,,48361,48936
0407,鹿教湯,カケユ,48,A,36,18.1,36.3017,138,8.2,138.1367,721,Y,N,N,N,N,9999,99,99,,,,,,,48371,
0408,佐久,サク,48,A,36,14.8,36.2467,138,28.6,138.4767,683,Y,Y,Y,Y,N,9999,99,99,,,,,,,48386,
0409,高ボッチ,タカボッチ,48,A,36,9,36.1500,138,2.7,138.0450,1670,Y,N,N,N,N,2009,5,20,2009/5/20,,,,,,,
0410,茂来山,モライサン,48,A,36,6.5,36.1083,138,32,138.5333,1450,Y,N,N,N,N,1982,11,5,1982/11/5,,,,,,,
47620,諏訪,スワ,48,S,36,2.7,36.0450,138,6.5,138.1083,760.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,48491,48937
0412,八ケ岳,ヤツガタケ,48,A,36,1.6,36.0267,138,18.7,138.3117,1830,Y,N,N,N,N,2003,10,6,2003/10/6,,,,,,,
0413,木曽平沢,キソヒラサワ,48,A,35,59,35.9833,137,50.1,137.8350,900,Y,Y,Y,Y,N,9999,99,99,,1977年6月1日までの地点名「奈良井」,2005年3月31日までの地点名「楢川」,,,,48541,
0414,原村,ハラムラ,48,A,35,58.2,35.9700,138,13.2,138.2200,1017,Y,Y,Y,Y,N,9999,99,99,,,,,,,48561,
0415,野辺山,ノベヤマ,48,A,35,56.9,35.9483,138,28.3,138.4717,1350,Y,Y,Y,Y,N,9999,99,99,,,,,,,48571,
0416,御嶽山,オンタケサン,48,A,35,52.3,35.8717,137,30.2,137.5033,2195,Y,N,N,N,N,9999,99,99,,,,,,,48601,
0417,木曽福島,キソフクシマ,48,A,35,50.4,35.8400,137,41.3,137.6883,750,Y,Y,Y,Y,N,9999,99,99,,,,,,,48606,
0418,高遠,タカトウ,48,A,35,50.3,35.8383,138,3.4,138.0567,780,Y,Y,Y,Y,N,1993,2,4,1993/2/4,,,,,,,
0419,入笠山,ニュウカサヤマ,48,A,35,53.4,35.8900,138,9.3,138.1550,1795,Y,N,N,N,N,2003,10,6,2003/10/6,,,,,,,
0420,宮田高原,ミヤタコウゲン,48,A,35,46.4,35.7733,137,53.1,137.8850,1660,Y,N,N,N,N,9999,99,99,,,,,,,48681,
0421,松峯,マツミネ,48,A,35,44.4,35.7400,138,7.1,138.1183,1920,Y,N,N,N,N,1981,10,1,1981/10/1,,,,,,,
0422,須原,スハラ,48,A,35,41.9,35.6983,137,41.5,137.6917,535,Y,N,N,N,N,9999,99,99,,,,,,,48716,
0423,摺古木山,スリコギヤマ,48,A,35,35.6,35.5933,137,44,137.7333,1700,Y,N,N,N,N,2005,5,10,2005/5/10,,,,,,,
0424,飯島,イイジマ,48,A,35,39.2,35.6533,137,53.9,137.8983,728,Y,Y,Y,Y,N,9999,99,99,,,,,,,48731,
0425,笹山,ササヤマ,48,A,35,36.5,35.6083,138,5.1,138.0850,1732,Y,N,N,N,N,1982,11,9,1982/11/9,,,,,,,
47637,飯田,イイダ,48,S,35,31.4,35.5233,137,49.3,137.8217,516.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,48767,48945
